RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
5714,Lower Paxton,Pennsylvania,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217900,216500,219200,222200,190300,193100,187e3,221600,201e3,207100,181100,179900,176700,183200,185200,178200,163e3,168900,170600,183200,167200,189900,207500,21e4,202800,187400,199e3,187500,196300,208100,219400,209900,200300,190100,192200,193400,209100,196100,209900,204e3,211900,202e3,195400,199400,204e3,204900,197700,196900,196500,211200,212e3,222800,216700,213900,215900,213700,220200,226700,226700,219900,202200,212100,213e3,218200,211100,204700,200300,216400,208700,248700,238600,253300,224300,222e3,220800,210500,204700,227900,232100,263500,249900,242200,219900,198700,204500,192200,187500,185800
19296,Medford,New Jersey,1241,379400,351800,351300,365800,394e3,389e3,387e3,377800,347700,350200,323300,314200,278700,265400,287400,319900,334100,334200,306900,306400,301900,299900,316100,334200,368800,373300,370400,348800,332600,330500,347100,365100,347500,344200,328200,330100,323900,308100,307600,298900,307700,301600,33e4,327200,331e3,313700,306800,301800,311200,310600,292900,274400,296300,334400,353800,348900,343200,329700,330400,334600,380600,392300,374100,323100,313500,324600,333e3,337800,323300,328500,342100,343600,333900,307800,309400,311e3,320400,316300,298300,296500,304700,322100,313300,309700,314600,327100,335900,326600,320600,307400,326400,319e3,329100,311500,331400,322300,312400,300100,318500,336400,338200,343400,338300,341500,332100,322600,316400,33e4,344200,348e3,328300,328700,320100,313300,317800,347100,356600,347100,320700,325200,329200,316300,305500,280300,
119404,Columbine,Colorado,1242,235200,235900,244100,241100,239600,237100,238300,237e3,228700,233200,232e3,242500,245300,237900,233e3,221800,23e4,241600,247800,254e3,244900,248700,241600,235e3,226200,224200,226600,251300,254900,262200,257500,261300,264900,254900,241500,237200,224400,230700,219200,216700,215500,227700,241400,239600,235800,228400,223600,242e3,241900,252e3,234800,246800,255400,259600,261e3,264100,262400,263400,261300,259600,255800,256500,258500,270200,273400,278800,274300,267400,265e3,262600,270100,272700,275900,289e3,287400,291100,280300,286100,284e3,295300,304200,316100,311100,314800,316200,323300,325600,322800,324400,325800,331100,333e3,338800,338500,340900,346300,357500,359e3,364e3,361200,368400,360900,368e3,371400,368900,370400,374700,378700,367800,367500,373600,388400,383200,380300,381600,391700,397800,400800,387100,373600,370100,381700,409600,41e4,413200
13896,Solon,Ohio,1243,329900,332900,332700,264100,242100,257400,236100,257700,230500,245200,200600,218e3,237300,244e3,248300,233400,251200,244400,223e3,216700,204700,247300,248900,254800,220500,237900,251200,273e3,251e3,227e3,216700,212500,219200,239300,247700,285100,253100,252900,250100,253300,245500,201200,223100,239700,242700,277900,290300,296300,269500,261800,270800,238600,234300,222300,231200,247400,234e3,220300,177600,189400,212100,234700,246600,239600,247700,237700,232900,215e3,213600,208400,250300,256600,253500,225900,227800,246500,241e3,269100,288400,304300,297600,302e3,288900,299300,282800,290400,260100,255800,258300,259800,252500,248300,268400,258500,264800,253200,259500,251e3,249100,242700,239900,238e3,233400,243400,228200,245700,240600,252300,253700,254400,263e3,259800,280800,278100,28e4,271e3,272200,268200,243700,265e3,270700,297400,29e4,303900,
54056,Randallstown,Maryland,1244,246e3,249600,253600,241e3,225100,226800,233500,241e3,241600,232800,222400,205e3,201800,201500,206300,205600,202600,201200,203900,207300,205700,201400,202100,195e3,194500,190900,198400,202900,197700,204700,205400,211e3,192900,183e3,190300,176300,176100,168500,190700,191500,167100,159200,153200,173e3,176600,178900,177100,168600,173200,168300,175800,172600,172700,17e4,179400,173100,168800,162100,168700,176400,179600,185900,183400,175e3,179600,188300,190300,191600,187600,188400,185100,178600,174100,174400,178200,185400,176500,180400,185800,189300,192800,183200,184700,177900,165500,164800,163800,192300,201600,205100,193400,196500,201500,211700,209500,214500,219400,223e3,230900,209100,205700,189300,209700,204800,202e3,204800,220400,234200,224900,215200,213e3,215700,225200,224500,242600,243200,230200,217e3,207800,210700,215700,235900,244300,239300,214800
51677,Deer Park,New York,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301200,291900,282300,277200,281200,276500,277600,276900,284200,279700,282300,275700,277700,285300,290500,290200,282500,290400,289500,293900,290100,294300,299900,300500,297500,296200,296700,309200,302900,303500,304400,301500,304100,306200,309500,316400,322e3,320700,323900,319800,331200,314300,314700,311700,326e3,330100,334e3,340800,343400,340900,333500,333100,340600,346900,351200,355600,351400,353900,346800,347500,344e3,348500,355400,360200,358600,354400,351400,353e3,359e3,379500,394e3,,,
50049,Washington,Michigan,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224600,208600,212300,217700,246400,253200,257e3,251600,262400,282800,286400,288100,279700,275600,279e3,253300,262600,261800,296800,304e3,299300,284400,274700,287900,317700,341200,328500,308500,270800,293700,292900,318500,298700,297700,283800,266500,288300,284e3,308100,286100,282800,282600,282900,306200,
397306,Marshfield,Massachusetts,1247,316600,350300,381200,380700,372600,363500,358700,352500,356800,361100,310300,301500,277e3,304500,269100,276400,280100,315100,315700,318600,320100,344200,348100,369e3,355200,373800,373900,406e3,398300,378500,381500,368800,379900,360100,362700,351400,324700,338800,354800,379500,368700,343300,342400,331e3,323300,275600,275e3,283e3,290600,307700,333700,353200,337900,328900,333900,317600,295600,315200,347600,377700,371200,368500,354800,334600,340700,346500,357100,358300,360600,398e3,402300,399600,362e3,394300,404100,42e4,374200,343900,344e3,353200,380600,371100,365700,372500,395600,395400,401200,374300,376100,363400,370200,355900,355400,352800,360100,346900,350500,394e3,406700,41e4,377900,386200,382300,385900,387500,401100,406100,413400,406500,420400,418600,432500,416900,405400,405900,425900,434200,439100,402400,420400,400400,467100,467600,476100,
30354,Batavia,Illinois,1248,284300,274500,279700,278200,271800,275400,274300,276100,279400,268600,290600,289300,274800,239e3,236600,250300,238700,223500,219700,235e3,252300,259500,229100,214200,224200,263900,243100,237e3,222500,257700,249100,258200,256600,254800,256e3,234700,240900,253800,264e3,256e3,225600,214300,193e3,203200,204400,226500,245700,241300,239900,233100,239600,248e3,225100,219300,204300,219400,213400,236600,235700,238300,25e4,246500,262e3,238300,239200,239400,240200,229500,228300,239100,248600,227600,213500,192300,212700,212300,221300,224900,231500,245700,248500,251800,254800,254e3,254300,254100,256500,257100,256300,250400,239300,220300,223400,231900,275700,281e3,283100,261e3,263700,265400,254900,254400,25e4,260500,258600,260600,281500,278900,296600,274900,274700,259400,256700,268900,266900,276900,287700,314500,340800,336400,326500,315500,304200,284400,261600
54443,Smithtown,New York,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408100,386e3,402400,389e3,424200,392700,395800,382100,402400,399600,398700,398100,418600,422400,426300,424900,419300,429600,420900,443400,437700,438800,400600,395900,394700,415200,443e3,443200,445100,426800,432100,417700,413600,406500,407e3,411700,414e3,409700,406500,408300,425700,410800,404900,405200,415100,427800,426600,434600,432600,436400,434900,431800,434700,435700,452e3,458e3,470800,479300,495800,498900,492400,465800,460900,447200,465400,449700,455100,439400,460600,475700,,,,
126391,The Crossings,Florida,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116900,125500,140300,151400,164500,147900,149800,172300,185400,168500,153500,153900,185100,170300,166e3,160600,161e3,164500,160700,164800,178700,170100,174500,167800,178400,206700,218500,217800,188300,177e3,180900,190900,190500,181800,183800,181100,180700,176e3,180900,185e3,191700,2e5,207300,217900,213700,219800,207400,212200,209700,214800,220400,217600,222100,233900,233500,232100,215700,238e3,243200,265100,261400,263600,244600,243400,263900,271500,267900,246900,262700,257700,257300,242600,253e3,259100,255700,258300,255800,263600,263200,263400,255400,261900
37844,Chelmsford,Massachusetts,1251,278900,288200,283600,282900,288e3,301700,303700,296200,271800,240500,256700,266300,313300,313200,301e3,277e3,27e4,278600,264300,269400,271800,279300,247200,246600,265700,293700,307800,313500,308900,318900,293500,296600,268600,261900,256500,309500,330400,331e3,283400,280200,279600,275700,267400,259600,270600,282500,290700,273100,270300,282900,287900,305700,294500,291900,256900,255900,281400,284400,290300,288600,296200,299700,277400,290400,289400,316900,311e3,314400,288400,285400,286100,295900,304200,290700,3e5,298800,316200,313500,323600,327100,336600,333400,325400,321800,338900,323e3,323700,308300,336300,332200,337e3,319100,321100,319300,343800,340300,344400,339200,352e3,348e3,333500,332800,326900,338300,343900,356800,356200,361700,352600,357200,344700,348100,345700,347100,349600,363e3,362800,375700,380100,395600,391300,38e4,380700,389200,
38598,Franklin Square,New York,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359500,380300,395200,399600,39e4,396300,402300,408600,410300,405500,400100,396500,385400,382400,386100,390900,398300,387700,397900,388e3,402300,410300,426400,431100,428500,429700,418900,423700,419200,428200,429600,437100,432400,437300,441500,443900,438100,434400,438e3,444200,447700,451100,443500,439600,438900,433700,438400,446700,472300,483400,486e3,490200,480800,482700,474900,487e3,483600,469200,472900,473300,482200,
48589,Wyandotte,Michigan,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49e3,53100,54800,56900,59e3,63e3,68600,70500,70200,68500,73100,75200,70900,66800,66300,73e3,72600,72600,70400,72e3,72200,74e3,73700,82600,82e3,85700,79e3,79500,79e3,76700,76600,75300,71300,71800,73400,75600,82100,78700,86400,85600,87800,9e4,92500,113e3,115300,117500,104400,103400,101700,99700,100400,99600,97400,97600,106100,119900,117600,109100,99500,110400,111200,116900,113e3,
21186,Webster Groves,Missouri,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236900,249900,247200,246300,250300,255e3,257300,238900,265200,256400,276800,270300,274300,274300,252e3,261200,253700,253e3,243700,255800,260500,265900,272800,266800,271500,263500,270100,256200,259100,243400,267900,278800,307200,306500,313400,312100,324100,286500,277200,242700
124027,Coral Terrace,Florida,1255,326300,340200,298300,276800,24e4,222900,230400,257400,252600,226600,192e3,170700,176900,178900,178700,180200,166500,163800,148400,157600,175200,193400,199100,194200,205e3,210200,205400,181e3,153100,154e3,155900,177900,170600,172100,163200,158200,152e3,153400,156e3,147700,144800,152e3,156100,158700,168600,176400,176900,185900,192800,198200,181e3,175300,165500,168100,176600,186200,182e3,183700,197600,212800,220200,213300,213300,204800,210600,209600,222900,221100,223200,225e3,230500,257e3,257200,262e3,248200,245700,247e3,245e3,252e3,249400,253e3,257100,260300,260800,260200,263100,259700,269100,262500,264e3,268700,284300,286500,282900,271500,276200,281200,311400,335600,333500,320600,314400,309e3,292800,292e3,302600,323500,324400,334800,337500,336700,343700,346100,365300,372700,366500,358500,343800,36e4,353400,340200,339900,355100,359100,350100
117041,Oildale,California,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89100,88100,90700,103300,107e3,105200,103300,105500,105300,104300,109600,112900,110100,11e4,113900,122800,123500,124800,119900,116700,118400,125900,126900,129300,129900,128e3,124300,118400,120600,124700,117800,122600,124600,127700,120400,115500,120700,128800,128500,123900,123900,122900,132700,132700,133800,129400,132400,133200,137900,137800,136100,129200,136100,139300,147500,135900,137700,131700,131500,143400,149500,155100,144900,136e3,147100
56814,Somerset,New Jersey,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239400,243e3,244900,251500,241800,243900,235700,232500,223400,227900,230200,238200,232900,244500,236600,238500,235800,244600,238400,243400,256200,272e3,276100,250200,254400,242800,262200,265700,280200,279600,274500,270500,264100,263900,264300,270700,266300,258700,248100,250300,257400,263300,277500,245700,247500,226800,263600,265300,277400,286e3,310400
54009,Princeton,Florida,1258,325800,300500,273200,239400,206600,186200,171700,170100,162400,164600,160600,152600,143100,139800,129100,124e3,115500,119e3,114500,110800,108700,108e3,115500,107200,105700,92800,98e3,102500,109400,102700,97100,95800,112100,114300,117400,98600,94100,86400,89300,92500,96800,98300,97500,92600,90200,94400,102700,108400,112200,106300,106300,103e3,107600,110400,111200,104200,108500,110400,120500,121400,125200,125300,119e3,120400,121800,122900,124e3,124100,132400,134100,137100,141600,142400,143800,144800,142800,144300,143500,149800,148500,150600,150200,154800,157600,157e3,159400,161900,167700,170100,171200,181500,186100,201900,203900,201200,188700,187300,192700,198e3,201500,205800,213600,214400,219200,220300,225100,225800,225700,226e3,230400,230500,232300,227100,230600,237400,240200,238700,233e3,233200,241200,,,,,
31092,Cranford,New Jersey,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400800,393200,429700,410400,437400,388800,378300,359200,382400,411100,400100,387400,386700,401e3,402700,405600,395600,392100,378300,385600,360200,370500,365400,403800,411300,424500,410400,419400,426800,459800,466500,426500,404200,386200,426800,426700,433600,418800,425500,418800,428300,416300,378800,354700,370100,416100,448700,449400,441400,427200,431100,425500,427200,428300,443400,453100,448600,455300,454200,466900,452200,472600,452700,460600,462e3,474600,482600,443300,469400,486500,498300,479900,453100
57229,Ferndale,Michigan,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97e3,93200,87e3,98100,107e3,115300,113100,112300,115200,113900,115800,112e3,113700,116400,118200,122e3,121200,122800,122300,121200,123800,13e4,128500,129500,132800,136500,143300,133800,134600,133e3,143700,145100,140300,135300,136400,141400,144900,149500,153800,147800,141e3,139400,144300,144600,136900,142900,149900,158700,156500,161700,,,,,,
24877,Glendale Heights,Illinois,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103500,113200,106900,110600,110900,115700,118400,121300,118400,127300,121e3,116e3,104100,97300,105500,117500,127e3,129800,121300,124100,128100,132500,135300,138200,147500,153300,158500,154700,154800,150800,150900,154500,161e3,163100,151500,150400,150900,161800,151900,149900,149500,159700,163700,167900,165900,162600,161600,141400,144400,142900,162200,165300,168e3,172800,171500,167200,164200,169800,173600,173900,165e3,164800,168200,171e3,174200,175500,187900,192600,194600,180900,174700,172300,173800,181400,182700,196900,200200,203900,192300
46405,Maple Valley,Washington,1262,370600,355200,341900,337800,332900,337500,333200,332100,324400,322800,325600,321100,324100,308500,307400,296800,303600,295200,316100,306600,313600,295600,322100,320100,315800,290100,278400,279800,284200,285300,285200,278e3,276800,271300,270700,288600,315100,298e3,291600,255600,275400,260500,269500,267600,273600,259e3,246300,232300,249800,247900,255e3,250400,264100,266200,274100,265100,266200,255100,256400,254600,265e3,272100,283500,290800,296400,312700,325900,360800,370400,354300,325900,307500,333900,334400,330700,306700,309300,315400,323500,330400,337e3,340500,343500,347100,353700,340200,336900,330700,343900,351200,366200,369400,372700,369500,388500,390200,390500,383100,389500,397200,397700,397700,392900,393600,393e3,407400,404800,413e3,407200,416900,421100,432500,436700,438e3,443100,445500,449200,441900,441200,450200,476300,504300,500200,482900,461500
18263,Geneva,Illinois,1263,295200,291900,303100,309200,312100,321900,339500,359700,382900,381e3,348200,308500,287400,268400,268700,271200,292400,303300,318400,338900,344800,338300,322200,340100,355e3,334500,308300,282900,301700,315700,315100,326900,309700,328200,305700,283500,270600,281300,306700,304e3,294200,286800,281100,304300,323800,333800,305e3,299100,286e3,280500,269800,289e3,314e3,315e3,314600,307500,298600,290900,274e3,278500,291300,297900,305800,294700,296700,286800,281300,282400,286e3,294800,297200,301300,292300,281e3,278700,279e3,297700,304700,295200,293800,289100,298100,305600,312800,329e3,321200,298500,292900,290100,307e3,313500,315200,319e3,312e3,308200,301500,301700,316900,322400,328400,315900,32e4,317300,340600,341700,316600,298300,293400,323400,322300,322600,320900,316200,317500,299300,320300,337800,342900,334200,306100,307900,302e3,308900,323600,330200
237555,Schertz,Texas,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146900,161100,171700,187200,174e3,170800,166900,162300,163900,164800,168200,174600,176500,184200,182500,185300,172600,163800,160500,166600,179700,176500,166100,164200,165900,182400,183500,183600,184e3,185600,191900,188400,187500,190300,196100,192700,184e3,179500,182300,189400,187200,184600,183800,187800,177400,179400,175900,188e3,190500,196e3,199800,200600,213300,217800,213400,203800,199100,200900,200300,205500,209200,211400,205100,200900,200300,200600,203700,212900,216400,219900,220500,227500,233200,234800,232500,227300,217900,218e3,221100,226600,234200,228900,214700,214100,221500,235600,
27812,Weatherford,Texas,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165e3,167300,153300,155200,160700,165100,166400,160100,154400,152e3,159700,174e3,18e4,174300,161900,157500,165800,172e3,173900,176400,183200,184700,186e3,184100,187200,183100,189500,192500,183700,181300,171900,181700,175200,189800,195400,194200,190900,184700,196200,185e3,186700
41500,Village of Palmetto Bay,Florida,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359900,351200,374500,389700,414800,404200,412900,419300,446400,448e3,451e3,458100,458500,459800,455600,451800,452700,448200,453800,453900,450400,448200,470700,475600,482600,468300,463400,449200,448600,461300,482800,492900,493e3,476500,470200,472800,463200,445100,455300,490600,519800,513900,500800,487500,488900,499100,508500,503400,492900,488200,491600,499100,526900,525e3,513100,486300,497400,502100,519800,542700,585500,573600,505100,477200,455400,505e3,519800,554100,552600
31117,Crosby,Texas,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145e3,145500,147600,151400,153300,160800,154500,161200,150200,157200,151900,156100,150400,153900,156e3,153300,153400,153500,161700,159800,167700,163600,162e3,157500,162500,169400,161900,164300,162100,171700,166200,176400,176900,183600,180800,182300,179e3,172900,176300,181300,188300,186e3,193500,190800,192e3,184500,200100,203100
41274,Tredyffrin,Pennsylvania,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568500,545800,534700,532300,543900,552700,549700,563700,549400,542100,533800,573600,587900,582500,553100,609300,622700,666900,618100,580900,628900,629e3,645700,541e3,530300,553500
51291,Carteret,New Jersey,1269,,,,,,,,,,,,,,,289600,284400,257700,225600,214900,228200,232500,241400,237400,249400,252e3,241200,237900,218600,223600,205300,201700,192200,191700,203200,217400,216800,205e3,187200,184e3,187e3,175800,170700,159200,155200,157900,168200,188500,191700,188600,184700,199500,194600,182200,154900,169200,183500,191400,203100,204300,221400,206800,208900,202800,209500,211100,217500,211200,212400,198800,198600,192500,199200,209500,203600,218900,209300,225400,209300,222400,215e3,227700,206e3,212200,208900,220200,224900,214500,219500,207700,216600,210600,220400,219e3,222200,219400,215500,217e3,211300,227300,229e3,236e3,224700,225900,224400,228600,239400,25e4,248100,240300,246300,244900,243200,234e3,239100,241900,245500,248900,259800,267300,263200,253800,249400,260400,251800,
31695,Garden City,New York,1270,837200,829500,835500,785900,775e3,793e3,762500,770200,754300,742500,712400,678700,575400,572100,587700,692900,677300,676900,735e3,755800,763e3,697400,731900,755400,788400,745200,752400,736400,743400,735300,746700,773400,756400,708e3,659100,632700,714800,777200,789600,798600,776e3,781200,753400,805600,801400,791900,706300,700500,696200,710500,755e3,744100,733900,701500,703e3,728300,726e3,693300,659100,634900,654200,732100,808100,818300,779300,755e3,838400,85e4,853200,773200,753600,737800,759700,774e3,774500,778e3,759900,771100,773800,813900,801800,852e3,856100,877e3,806200,771300,769700,862300,873900,842600,752e3,742700,774e3,812e3,855e3,866800,854500,840500,823400,837500,846800,865700,871600,851900,853e3,833900,838300,848100,892300,921e3,928800,898400,881200,872800,907100,892900,895100,879400,904500,915300,871200,869400,877700,896e3,
244024,Groveton,Virginia,1271,364200,364800,372200,366300,361700,333800,319100,308700,302500,297700,278600,287600,301400,304e3,308200,317100,330600,327400,333300,345e3,354500,348900,332100,314100,315500,325800,359e3,359600,357500,349200,356300,361500,377700,366100,385300,369600,388300,369400,361200,353600,355800,366300,359100,366300,382e3,381200,369200,364800,374200,39e4,364200,358600,354900,367800,380800,390700,395100,400800,403600,401400,403300,398700,407900,405e3,401800,399700,392700,393e3,396400,389500,386800,395800,409300,413300,396500,403100,394100,413200,416800,424400,418600,418700,439300,421400,405300,387600,388600,387e3,400100,407700,438900,432700,435800,413400,401700,407400,416400,434600,436200,442600,440500,424300,403100,405900,406200,425100,419300,435300,427300,425200,427700,422e3,430700,410700,41e4,418600,460900,475300,469e3,,,,,,
51718,Dickson,Tennessee,1272,129500,124900,116500,111800,108700,113600,115200,115100,102400,103200,102700,104600,106400,105200,113500,108e3,106e3,105500,111500,12e4,114600,107400,104500,105900,111300,108800,108700,103200,102500,105e3,103300,96500,100800,101700,103100,100300,91500,94200,91900,106600,113600,106e3,105500,99800,110300,110800,109e3,97700,98400,99500,105300,95700,98200,105300,112600,108400,98300,100400,100700,104600,105600,105900,106800,103800,111500,113700,115600,108600,112300,116500,120900,104e3,101200,101200,114400,114500,114800,116e3,113900,114300,113600,116500,129700,130700,135100,122900,129500,131300,128500,122600,121100,124100,126100,113700,115200,104500,111500,112400,126700,134400,136700,140500,146400,149200,149100,145500,144600,149e3,147900,149400,147200,153200,156700,163600,171300,168700,166200,153400,163200,164700,172e3,168200,164700,162900,
117769,Rosemont,California,1273,203700,196900,191400,192200,182800,181300,175300,176e3,174900,175100,170600,171e3,162700,166900,151600,157800,151100,163300,154400,164300,164200,168900,164700,168700,172700,173600,170500,164300,156100,153200,147800,152200,143400,139600,125100,129600,134700,133100,126500,123800,127100,128900,127900,138700,138300,145900,137300,136900,130700,128500,127600,123e3,130400,135e3,148400,152800,161900,162800,156700,156e3,162300,176400,184100,186800,191300,185800,186300,187700,203700,202800,197e3,193800,197300,211400,219300,218700,217e3,211100,213500,210200,210200,222100,227200,232500,219800,218400,217700,228300,231800,234400,233600,235800,233900,234300,239900,240700,246300,244200,247e3,248300,246500,253400,258300,268100,270300,271900,270100,275500,276900,281200,278900,277500,280200,281800,290300,288500,292900,286100,282700,293800,302700,319700,315e3,315600,311800
7876,Westchase,Florida,1274,341700,328500,305400,278300,273200,274100,276e3,277700,304400,304800,287700,246800,243400,242400,256100,243700,250200,231900,238600,231e3,233300,253500,256200,261e3,254e3,265100,271500,258500,245e3,250400,256700,261400,251500,235300,227800,226700,234100,237900,230200,241400,234500,241e3,240100,261e3,246700,238900,235700,238100,243600,254700,269e3,261200,249300,25e4,257500,253900,222500,217400,215800,254300,257e3,260600,257700,270900,277900,273200,272200,273e3,278200,271700,283e3,284300,295700,285200,300300,301700,307100,304100,299400,294600,305500,304600,343900,340200,341100,293200,279100,280500,290100,291400,284500,292500,276800,303300,298400,314600,307400,314400,319400,309300,300700,317300,334300,334900,320200,311e3,313e3,312800,305100,314900,314e3,313100,299400,296200,304900,314100,325700,324400,335500,324800,323200,311e3,317e3,314100,
398151,Guilford,Connecticut,1275,376900,376300,386e3,389900,402500,363700,351500,340300,362500,365200,355200,390700,408500,407900,348900,350100,351100,338300,306600,316800,317500,319100,326400,350800,367300,356600,360400,380600,377500,36e4,295700,285e3,289e3,321400,356700,381700,370800,334e3,316900,366600,398800,396100,373400,413100,388400,365800,326500,341300,365800,329600,343900,354600,400100,387300,332700,314e3,309800,327500,346400,348600,379e3,385600,385100,362e3,342500,350500,340900,331600,324300,323400,296200,304300,308700,353900,350200,366e3,349500,363100,342100,406100,379300,383100,313700,312700,334500,329500,336200,320700,324300,320700,333200,331100,344300,348200,354700,365200,344700,342400,328700,330200,339700,328500,349900,379e3,392e3,383100,358700,360600,351800,324700,326900,338400,357800,357700,332200,339100,342200,341e3,377900,385400,404200,358800,358900,373e3,
31125,Crown Point,Indiana,1276,175500,181200,181300,186e3,183200,180800,171200,172400,170800,173700,166700,164400,169100,175900,171700,167600,160900,168500,162900,164900,159800,165700,179700,189800,185300,175e3,168500,172400,171e3,177e3,174700,181800,168100,163200,165100,171700,187700,181700,181600,179100,175500,180800,174600,177600,176100,171700,163e3,160200,164400,175300,181800,192e3,182500,177900,171300,177e3,174700,186100,188800,186700,167900,171200,172500,182200,176800,181e3,178200,182300,182900,188400,181900,181400,176400,181e3,175200,175400,178400,177900,178200,171900,171500,171600,177200,181200,178400,177600,179700,178800,183e3,180300,179700,177500,180800,184500,186500,189e3,197100,193400,192700,189700,191900,193900,196800,202700,200800,195100,191500,188400,193800,195800,200800,197500,198300,199300,205100,209900,221400,219900,,,,,,,
40613,Rockville Centre,New York,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605600,604300,628100,590500,532600,505700,523e3,560400,548400,570100,579300,579800,583800,595e3,619e3,592100,569e3,548100,556700,523100,543900,569700,618400,631900,623700,630100,596500,590800,616300,623200,678800,667400,657700,615500,614e3,626900,612400,603e3,611800,602800,614400,612300,634800,620200,613800,610500,614e3,625300,638300,638600,639100,641900,634400,63e4,674600,692e3,741600,683100,678100,625100,593500,601300,613600,661200,659200,660500,661e3,648700,652900,634800,660200,661300,654500,664700,671300,719800,677500,658e3,646500,677900,697600,682600,
52591,Hudson,Ohio,1278,292300,248900,263e3,275e3,287100,295200,279100,334e3,328e3,340700,266600,247900,222800,218700,223600,228700,248800,258600,256100,284600,284400,303100,296300,329900,307e3,274700,231200,256900,279300,299900,301100,310300,295800,295800,246200,249400,240800,258300,261e3,248300,251500,251700,262400,253900,258600,267800,315100,303500,292500,258e3,250900,264300,280900,292500,275400,275900,290800,320100,296100,274300,247800,251800,270500,281300,276600,267200,260600,312900,33e4,337800,299300,296400,304600,317500,309e3,304100,300300,301200,291800,287e3,288300,287e3,261100,243900,246500,263800,285500,290700,297200,292400,296e3,294400,291700,309600,315600,327200,309300,309100,306100,306500,313600,323600,336800,340300,330800,324200,322700,324100,317400,314600,307600,305e3,297900,304500,310300,340500,352400,362200,327700,330900,316900,327800,337500,365500,375100
